Name,Franchise_Name,Is_Franchise,Platform,Year,Release_Month,Genre,Publisher,Developer,Rating,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count
Syberia II,Syberia,1,PC,2004.0,3.0,Adventure,MC2 Entertainment,Microids,T,0.0,0.01,0.0,0.0,0.02,80.0,23.0,8.3,150.0
Paranormal Pursuit: The Gifted One,Paranormal Pursuit,0,PC,2015.0,8.0,Action,Alawar Entertainment,Logris Games,,0.0,0.01,0.0,0.0,0.02,,,tbd,
Command & Conquer Collection,Command & Conquer Collection,0,PC,2003.0,10.0,Strategy,Electronic Arts,,,0.01,0.0,0.0,0.0,0.02,,,,
Marvel Superheroes 3D: Grandmaster's Challenge,Marvel Superheroes 3D,0,Wii,2010.0,11.0,Action,Neko Entertainment,,,0.0,0.01,0.0,0.0,0.02,,,,
A Vampyre Story,A Vampyre Story,0,PC,2008.0,12.0,Adventure,Crimson Cow,Autumn Moon,T,0.0,0.01,0.0,0.0,0.02,75.0,33.0,8.5,25.0
Monster Trux Offroad,Monster Trux Offroad,0,Wii,2007.0,12.0,Racing,Popcorn Arcade,Data Design Interactive,E,0.01,0.0,0.0,0.0,0.02,,,tbd,
The Sims 4: Luxury Party Stuff,The Sims,1,PC,2015.0,5.0,Simulation,Electronic Arts,Maxis,T,0.0,0.01,0.0,0.0,0.02,,,5.3,12.0
Sniper Elite,Sniper Elite,1,PC,2005.0,10.0,Shooter,MC2 Entertainment,Rebellion,M,0.0,0.01,0.0,0.0,0.02,76.0,13.0,8,142.0
Achtung Panzer: Kharkov 1943,Achtung Panzer,0,PC,2010.0,2.0,Strategy,Mamba Games,Paradox Interactive,,0.0,0.01,0.0,0.0,0.02,70.0,6.0,8.3,20.0
Mission: Impossible - Operation Surma,Mission,1,GC,2004.0,3.0,Platform,Atari,Paradigm Entertainment,T,0.01,0.0,0.0,0.0,0.02,64.0,9.0,tbd,
Sora no Otoshimono Forte: Dreamy Season,Sora no Otoshimono Forte,0,DS,2011.0,1.0,Adventure,Kadokawa Shoten,,,0.0,0.0,0.02,0.0,0.02,,,,
Romance of the Three Kingdoms XII,Romance of the Three Kingdoms,1,WiiU,2012.0,12.0,Strategy,Tecmo Koei,,,0.0,0.0,0.02,0.0,0.02,,,,
Hiiro no Kakera Portable,Hiiro no Kakera Portable,0,PSP,2008.0,12.0,Adventure,Idea Factory,,,0.0,0.0,0.02,0.0,0.02,,,,
Trigger Man,Trigger Man,1,GC,2004.0,10.0,Shooter,Crave Entertainment,Point of View,T,0.01,0.0,0.0,0.0,0.02,,,tbd,
Yuu Yuu Hakusho DS: Ankoku Bujutsukai Hen,Yuu Yuu Hakusho DS,0,DS,2006.0,9.0,Action,Takara Tomy,,,0.0,0.0,0.02,0.0,0.02,,,,
Antz Extreme Racing,Antz Extreme Racing,1,XB,2002.0,9.0,Racing,Empire Interactive,Supersonic Software,E,0.01,0.0,0.0,0.0,0.02,35.0,4.0,8.7,10.0
Wand of Fortune R,Wand of Fortune R,0,PSV,2016.0,3.0,Adventure,Idea Factory,,,0.0,0.0,0.02,0.0,0.02,,,,
Rugby World Cup 2015,Rugby World Cup 2015,1,PSV,2015.0,9.0,Sports,Ubisoft,HB Studios Multimedia,E,0.0,0.01,0.0,0.0,0.02,,,tbd,
Majesty 2 Collection,Majesty 2 Collection,0,PC,2011.0,4.0,Strategy,Paradox Interactive,Ino-Co,T,0.0,0.01,0.0,0.0,0.02,,,8.3,10.0
God Eater Off Shot: Soma Shikkuzaru-hen Twin Pack & Animation Vol.4,God Eater Off Shot,1,PS4,2016.0,1.0,Action,Namco Bandai Games,,,0.0,0.0,0.02,0.0,0.02,,,,
God Eater Off Shot:Shiou-hen Twin Pack & Animation Vol.5,God Eater Off Shot,1,PS4,2016.0,2.0,Misc,Namco Bandai Games,,,0.0,0.0,0.02,0.0,0.02,,,,
"Nogizaka Haruka no Himitsu Cosplay, Hajime Mashita","Nogizaka Haruka no Himitsu Cosplay, Hajime Mashita",0,PS2,2008.0,9.0,Adventure,ASCII Media Works,,,0.0,0.0,0.02,0.0,0.02,,,,
Harukanaru Toki no Naka de 6,Harukanaru Toki no Naka de,1,PSP,2015.0,3.0,Action,Tecmo Koei,,,0.0,0.0,0.02,0.0,0.02,,,,
Triggerheart Exelica,Triggerheart Exelica,0,DC,2007.0,2.0,Shooter,Warashi,,,0.0,0.0,0.02,0.0,0.02,,,,
Jet Impulse,Jet Impulse,0,DS,,,Simulation,Nintendo,,,0.0,0.0,0.02,0.0,0.02,,,,
Games Explosion!,Games Explosion!,0,GBA,2006.0,8.0,Action,THQ,,,0.01,0.0,0.0,0.0,0.02,,,,
Gummy Bears Magical Medallion,Gummy Bears Magical Medallion,0,Wii,2011.0,6.0,Platform,Storm City Games,Clockwork Games,E,0.01,0.0,0.0,0.0,0.02,,,tbd,
Saenai Kanojo no Sodatekata: Blessing Flowers,Saenai Kanojo no Sodatekata,0,PSV,2015.0,4.0,Action,5pb,,,0.0,0.0,0.02,0.0,0.02,,,,
Berserk and the Band of the Hawk,Berserk and the Band of the Hawk,1,PSV,2016.0,10.0,Action,Tecmo Koei,Omega Force,,0.0,0.0,0.02,0.0,0.02,,,,
Tennis no Oji-Sama: Card Hunter,Tennis no Oji-Sama,1,PS2,2007.0,2.0,Strategy,Konami Digital Entertainment,,,0.0,0.0,0.02,0.0,0.02,,,,
Brave: The Video Game,Brave,1,DS,2012.0,6.0,Action,Disney Interactive Studios,Behaviour Interactive,E10+,0.0,0.01,0.0,0.0,0.02,,,tbd,
Night Wizard the Video Game: Denial of the World,Night Wizard the Video Game,0,PS2,2008.0,2.0,Adventure,5pb,,,0.0,0.0,0.02,0.0,0.02,,,,
Enemy Territory: Quake Wars,Enemy Territory,1,PC,2007.0,10.0,Shooter,Activision,Splash Damage,T,0.01,0.0,0.0,0.0,0.02,84.0,55.0,8.3,231.0
Portable Island: Tenohira Resort,Portable Island,0,PSP,2006.0,7.0,Simulation,Namco Bandai Games,,,0.0,0.0,0.02,0.0,0.02,,,,
Sengoku Efuda Yuugi: Hototogisu Ran,Sengoku Efuda Yuugi,1,PSP,2008.0,11.0,Misc,Irem Software Engineering,,,0.0,0.0,0.02,0.0,0.02,,,,
Tokyo Friend Park II DS,Tokyo Friend Park II DS,0,DS,2006.0,11.0,Misc,Rocket Company,,,0.0,0.0,0.02,0.0,0.02,,,,
Adventure Time: The Secret of the Nameless ,Adventure Time,1,3DS,2014.0,11.0,Adventure,Little Orbit,,,0.01,0.0,0.0,0.0,0.02,,,,
Kao the Kangaroo Round 2,Kao the Kangaroo Round,1,PS2,2005.0,3.0,Platform,JoWood Productions,Tate Interactive,E,0.01,0.01,0.0,0.0,0.02,58.0,12.0,8.7,7.0
Shin Hisui no Shizuku: Hiiro no Kakera 2 Portable,Shin Hisui no Shizuku,0,PSP,2010.0,8.0,Adventure,Idea Factory,,,0.0,0.0,0.02,0.0,0.02,,,,
Dead Rising 2,Dead Rising,1,XOne,2016.0,9.0,Action,Capcom,Blue Castle Games,M,0.01,0.0,0.0,0.0,0.02,,,tbd,
Robopon 2: Ring Version,Robopon,1,GBA,2001.0,6.0,Role-Playing,Hudson Entertainment,Red 5 Software,E,0.01,0.0,0.0,0.0,0.02,68.0,6.0,tbd,
Mark McMorris Infinite Air,Mark McMorris Infinite Air,1,XOne,2016.0,10.0,Sports,FuRyu Corporation,HB Studios Multimedia,T,0.01,0.0,0.0,0.0,0.02,,,7.1,18.0
Sid Meier's Civilization Revolution 2+,Sid Meier's Civilization Revolution 2+,0,PSV,2015.0,12.0,Strategy,Take-Two Interactive,,,0.0,0.0,0.02,0.0,0.02,,,,
Dream Dancer,Dream Dancer,0,DS,,,Misc,,"CyberPlanet Interactive Public Co., Ltd.",E,0.01,0.0,0.0,0.0,0.02,,,tbd,
Moe Moe 2-ji Taisen (Ryoku) * Deluxe,Moe Moe 2-ji Taisen (Ryoku) * Deluxe,0,PSP,2008.0,11.0,Adventure,System Soft,,,0.0,0.0,0.02,0.0,0.02,,,,
Dragon Tales: Dragon Adventures,Dragon Tales,1,GBA,2003.0,1.0,Platform,NewKidCo,,,0.01,0.0,0.0,0.0,0.02,,,,
Powerbike,Powerbike,0,DS,2009.0,6.0,Racing,Majesco Entertainment,Tornado Studios,E,0.01,0.0,0.0,0.0,0.02,,,tbd,
Colin McRae Rally 2005,Colin McRae Rally 2005,1,PC,2004.0,10.0,Racing,Codemasters,Codemasters,E,0.0,0.01,0.0,0.0,0.02,83.0,11.0,7.1,50.0
Violet no Atelier: Gramnad no Renkinjutsushi 2 - Gunjou no Omoide,Violet no Atelier,0,PSP,2011.0,2.0,Role-Playing,Gust,,,0.0,0.0,0.02,0.0,0.02,,,,
Elminage II DS Remix: Sousei no Megami to Unmai no Daichi,Elminage II DS Remix,0,DS,2010.0,7.0,Role-Playing,Starfish,,,0.0,0.0,0.02,0.0,0.02,,,,
Gaku ? Ou: The Royal Seven Stars,Gaku ? Ou,0,PSP,2012.0,,Role-Playing,Alchemist,,,0.0,0.0,0.02,0.0,0.02,,,,
Quantum Break,Quantum Break,1,PC,2016.0,9.0,Action,Microsoft Game Studios,Remedy Entertainment,M,0.0,0.01,0.0,0.0,0.02,66.0,14.0,4.3,539.0
Online Chess Kingdoms,Online Chess Kingdoms,0,PSP,2006.0,11.0,Misc,Konami Digital Entertainment,Konami,E,0.01,0.0,0.0,0.0,0.02,60.0,17.0,6.8,6.0
Rayman 10th Anniversary,Rayman 10th Anniversary,0,GBA,2005.0,9.0,Platform,Ubisoft,,,0.01,0.0,0.0,0.0,0.02,,,,
RollerCoaster Tycoon: Gold Edition,RollerCoaster Tycoon,1,PC,2002.0,5.0,Strategy,Infogrames,Infogrames,E,0.01,0.0,0.0,0.0,0.02,,,tbd,
Race Driver: Create & Race,Race Driver,0,DS,2007.0,10.0,Racing,Codemasters,,,0.01,0.0,0.0,0.0,0.02,,,,
Storm Lover Kai!!,Storm Lover Kai!!,0,PSP,2012.0,6.0,Action,D3Publisher,,,0.0,0.0,0.02,0.0,0.02,,,,
Minna to Issho,Minna to Issho,0,PSV,2011.0,12.0,Misc,Sony Computer Entertainment,,,0.0,0.0,0.02,0.0,0.02,,,,
Nurarihyon no Mago: Hyakki Ryouran Taisen,Nurarihyon no Mago,0,PS3,2011.0,11.0,Fighting,Konami Digital Entertainment,,,0.0,0.0,0.02,0.0,0.02,,,,
FIFA Soccer 08,FIFA Soccer,1,PC,2007.0,10.0,Sports,Electronic Arts,EA Canada,E,0.0,0.01,0.0,0.0,0.02,77.0,7.0,6.1,50.0
Enkaku Sousa: Sana e no 23 Hiai,Enkaku Sousa,0,PSP,2009.0,2.0,Adventure,Sony Computer Entertainment,,,0.0,0.0,0.02,0.0,0.02,,,,
Pac-Man Championship Edition 2 + Arcade Game Series,Pac-Man Championship Edition 2 + Arcade Game Series,0,XOne,2016.0,11.0,Action,Namco Bandai Games,,,0.01,0.0,0.0,0.0,0.02,,,,
Command & Conquer 4: Tiberian Twilight,Command & Conquer,1,PC,2010.0,3.0,Strategy,Electronic Arts,,,0.0,0.01,0.0,0.0,0.02,,,,
Hummer Badlands,Hummer Badlands,1,XB,2006.0,4.0,Racing,Global Star,Eutechnyx,E,0.01,0.0,0.0,0.0,0.02,44.0,7.0,6,5.0
Katekyoo Hitman Reborn! DS: Mafia Daishuugou Bongole Festival,Katekyoo Hitman Reborn! DS,1,DS,2008.0,12.0,Action,Takara Tomy,,,0.0,0.0,0.02,0.0,0.02,,,,
Grisaia no Meikyuu: Le Labyrinthe de la Grisaia,Grisaia no Meikyuu,0,PSV,2014.0,10.0,Adventure,Prototype,,,0.0,0.0,0.02,0.0,0.02,,,,
Oyaku de Asoberu DS Ehon: Ukkari Penelope,Oyaku de Asoberu DS Ehon,0,DS,2008.0,4.0,Simulation,Tecmo Koei,,,0.0,0.0,0.02,0.0,0.02,,,,
Iron Soldier 3,Iron Soldier,0,PS,1999.0,6.0,Simulation,Telegames,,,0.01,0.01,0.0,0.0,0.02,,,,
UNO 52,UNO,0,DS,2006.0,10.0,Misc,Zoo Digital Publishing,Black Lantern Studios,E,0.01,0.0,0.0,0.0,0.02,,,tbd,
Tiger & Bunny: Hero's Day,Tiger & Bunny,1,PSP,2013.0,3.0,Action,D3Publisher,,,0.0,0.0,0.02,0.0,0.02,,,,
Turbo: Super Stunt Squad,Turbo,1,Wii,2013.0,7.0,Sports,D3Publisher,Torus Games,E,0.0,0.01,0.0,0.0,0.02,,,tbd,
Turbo: Super Stunt Squad,Turbo,1,3DS,2013.0,7.0,Sports,D3Publisher,Torus Games,E,0.0,0.01,0.0,0.0,0.02,,,5.2,5.0
Pachinko Kaou: Misora Hibari,Pachinko Kaou,0,PS2,2007.0,3.0,Misc,Hackberry,,,0.0,0.0,0.02,0.0,0.02,,,,
Accel World: Kasoku no Chouten,Accel World,1,PS3,2013.0,1.0,Adventure,Namco Bandai Games,,,0.0,0.0,0.02,0.0,0.02,,,,
Poupee Girl DS,Poupee Girl DS,1,DS,2009.0,12.0,Misc,Alvion,,,0.0,0.0,0.02,0.0,0.02,,,,
Choro Q,Choro Q,0,PS2,2003.0,11.0,Racing,Zoo Digital Publishing,,,0.01,0.01,0.0,0.0,0.02,,,,
Just Cause,Just Cause,1,PS2,2006.0,9.0,Action,Eidos Interactive,Avalanche Studios,M,0.01,0.01,0.0,0.0,0.02,67.0,23.0,7.9,41.0
Narcissus: Moshimo Ashita ga Runara,Narcissus,0,PSP,2010.0,6.0,Adventure,Kadokawa Shoten,,,0.0,0.0,0.02,0.0,0.02,,,,
Girl Friend Beta: Kimi to Sugosu Natsuyasumi,Girl Friend Beta,0,PSV,2015.0,11.0,Action,Namco Bandai Games,,,0.0,0.0,0.02,0.0,0.02,,,,
IHRA Drag Racing: Sportsman Edition,IHRA Drag Racing,1,XB,2006.0,6.0,Racing,Bethesda Softworks,Bethesda Softworks,E10+,0.01,0.0,0.0,0.0,0.02,35.0,4.0,tbd,
"Sharin no Kuni, Himawari no Shoujo","Sharin no Kuni, Himawari no Shoujo",0,X360,2010.0,10.0,Adventure,5pb,,,0.0,0.0,0.02,0.0,0.02,,,,
Simple DS Series Vol. 42: The Haioku Byoutou,Simple DS Series Vol.,1,DS,2008.0,7.0,Adventure,D3Publisher,,,0.0,0.0,0.02,0.0,0.02,,,,
Drone Tactics,Drone Tactics,0,DS,2007.0,5.0,Strategy,Success,Success,E10+,0.01,0.0,0.0,0.0,0.02,74.0,12.0,7.4,7.0
So-Ra-No-Wo-To: Otome no Gojuusou,So-Ra-No-Wo-To,0,PSP,2010.0,5.0,Adventure,Compile Heart,,,0.0,0.0,0.02,0.0,0.02,,,,
Technic Beat,Technic Beat,0,PS2,2002.0,11.0,Misc,Arika,Arika,E,0.01,0.01,0.0,0.0,0.02,67.0,24.0,tbd,
Dance! It's Your Stage,Dance! It's Your Stage,1,Wii,,,Misc,DTP Entertainment,,,0.0,0.01,0.0,0.0,0.02,,,,
Worldwide Soccer Manager 2006,Worldwide Soccer Manager 2006,0,PC,2004.0,1.0,Sports,Sega,Sports Interactive,E,0.0,0.01,0.0,0.0,0.02,89.0,20.0,,
I Love Horses: Rider's Paradise,I Love Horses,1,Wii,2010.0,11.0,Simulation,Destineer,Destineer,E,0.01,0.0,0.0,0.0,0.02,,,tbd,
DuckTales: Remastered,DuckTales,1,PC,2013.0,8.0,Action,Capcom,WayForward,E,0.0,0.01,0.0,0.0,0.02,66.0,6.0,7.6,152.0
Yume Neko DS,Yume Neko DS,0,DS,2008.0,4.0,Simulation,Sega,,,0.0,0.0,0.02,0.0,0.02,,,,
Germany's Next Topmodel 2011,Germany's Next Topmodel 2011,1,DS,2011.0,3.0,Simulation,7G//AMES,,,0.0,0.01,0.0,0.0,0.02,,,,
Dream C Club,Dream C Club,1,PS3,2012.0,11.0,Simulation,D3Publisher,,,0.0,0.0,0.02,0.0,0.02,,,,
Assetto Corsa,Assetto Corsa,1,XOne,2016.0,8.0,Racing,505 Games,Kunos Simulazioni,E,0.0,0.01,0.0,0.0,0.02,63.0,9.0,6.7,27.0
SBK Superbike World Championship,SBK Superbike World Championship,1,PS2,2008.0,3.0,Racing,Black Bean Games,Milestone S.r.l,E10+,0.01,0.01,0.0,0.0,0.02,,,tbd,
Memories Off 6: Next Relation,Memories Off,1,PS2,2009.0,8.0,Adventure,5pb,,,0.0,0.0,0.02,0.0,0.02,,,,
Meiji Toukyou Renka: Twilight Kiss,Meiji Toukyou Renka,1,PSP,2015.0,4.0,Action,Broccoli,,,0.0,0.0,0.02,0.0,0.02,,,,
Scared Rider Xechs,Scared Rider Xechs,0,PS2,2010.0,7.0,Adventure,RED Entertainment,,,0.0,0.0,0.02,0.0,0.02,,,,
4 Play Collection - Dark Mysteries,4 Play Collection,0,PC,2014.0,8.0,Misc,Avanquest Software,,,0.0,0.01,0.0,0.0,0.02,,,,
Vitamin X: Detective B6,Vitamin,1,PSP,2012.0,2.0,Adventure,D3Publisher,,,0.0,0.0,0.02,0.0,0.02,,,,
Misshitsu no Sacrifice,Misshitsu no Sacrifice,0,PSP,2010.0,2.0,Adventure,D3Publisher,,,0.0,0.0,0.02,0.0,0.02,,,,
Evil Genius,Evil Genius,0,PC,2004.0,9.0,Strategy,Vivendi Games,Elixir Studios,T,0.0,0.01,0.0,0.0,0.02,75.0,51.0,8.3,106.0
Ouran Koukou Host Bu,Ouran Koukou Host Bu,0,PS2,2007.0,4.0,Adventure,Idea Factory,,,0.0,0.0,0.02,0.0,0.02,,,,
King's Quest: The Complete Collection,King's Quest,0,PS4,2016.0,10.0,Adventure,Activision,The Odd Gentlemen,E10+,0.01,0.0,0.0,0.0,0.02,,,tbd,
Lotus Challenge,Lotus Challenge,0,GC,2004.0,7.0,Racing,Ignition Entertainment,,,0.01,0.0,0.0,0.0,0.02,,,,
Imperium Romanum,Imperium Romanum,0,PC,2008.0,3.0,Strategy,Kalypso Media,Haemimont,E10+,0.0,0.01,0.0,0.0,0.02,63.0,19.0,7.5,24.0
Football Manager 2007,Football Manager 2007,0,X360,,12.0,Sports,Sega,,,0.0,0.01,0.0,0.0,0.01,,,,
Ferrari: The Race Experience,Ferrari,0,Wii,,,Racing,System 3 Arcade Software,System 3,E,0.0,0.01,0.0,0.0,0.01,54.0,4.0,,
Dragon Zakura DS,Dragon Zakura DS,0,DS,2007.0,3.0,Misc,Electronic Arts,,,0.0,0.0,0.01,0.0,0.01,,,,
Chameleon: To Dye For!,Chameleon,1,DS,2006.0,8.0,Puzzle,505 Games,,,0.01,0.0,0.0,0.0,0.01,,,,
Sora no Otoshimono: DokiDoki Summer Vacation,Sora no Otoshimono,0,PSP,2010.0,3.0,Adventure,Kadokawa Shoten,,,0.0,0.0,0.01,0.0,0.01,,,,
Shinseiki Evangelion: Battle Orchestra Portable,Shinseiki Evangelion,1,PSP,2009.0,7.0,Fighting,Broccoli,,,0.0,0.0,0.01,0.0,0.01,,,,
Blackthorne,Blackthorne,0,GBA,2003.0,9.0,Action,Activision,Mass Media,T,0.01,0.0,0.0,0.0,0.01,67.0,10.0,7.6,5.0
Donkey Kong Jungle Beat,Donkey Kong Jungle Beat,1,Wii,2008.0,,Platform,Nintendo,,,0.0,0.01,0.0,0.0,0.01,,,,
DokuSui: DokiDoki Suikoden,DokuSui,0,PSP,2011.0,5.0,Role-Playing,Irem Software Engineering,,,0.0,0.0,0.01,0.0,0.01,,,,
Contrast,Contrast,0,PC,2013.0,11.0,Platform,Focus Home Interactive,Compulsion Games,T,0.0,0.01,0.0,0.0,0.01,62.0,24.0,7.7,169.0
Bomberman (jp sales),Bomberman (jp sales),0,PSP,2006.0,9.0,Puzzle,Konami Digital Entertainment,,,0.0,0.0,0.01,0.0,0.01,,,,
Blazblue: Continuum Shift Extend,Blazblue,1,PSP,2012.0,5.0,Fighting,Arc System Works,,,0.0,0.0,0.01,0.0,0.01,,,,
S.Y.K: Shinsetsu Saiyuuki,S.Y.K,1,PS2,2009.0,8.0,Adventure,Idea Factory,,,0.0,0.0,0.01,0.0,0.01,,,,
Black Cat,Black Cat,0,PS2,2006.0,3.0,Action,Capcom,,,0.0,0.0,0.01,0.0,0.01,,,,
Smart Kid's Mega Game Mix,Smart Kid's Mega Game Mix,0,DS,2009.0,9.0,Misc,UFO Interactive,,,0.01,0.0,0.0,0.0,0.01,,,tbd,
Space Invaders Revolution,Space Invaders Revolution,0,DS,2005.0,9.0,Shooter,Rising Star Games,Marvelous Entertainment,E,0.01,0.0,0.0,0.0,0.01,49.0,9.0,5.2,5.0
Wiffle Ball Advance,Wiffle Ball Advance,0,DS,2007.0,3.0,Sports,Zoo Digital Publishing,,,0.01,0.0,0.0,0.0,0.01,,,,
Red Stone DS: Akaki Ishi ni Michibikareshi Monotachi,Red Stone DS,0,DS,2011.0,5.0,Role-Playing,Unknown,,,0.0,0.0,0.01,0.0,0.01,,,,
Wand of Fortune: Mirai e no Prologue Portable,Wand of Fortune,1,PSP,2010.0,12.0,Adventure,Idea Factory,,,0.0,0.0,0.01,0.0,0.01,,,,
Secret Game Portable,Secret Game Portable,0,PSP,2010.0,5.0,Adventure,Yeti,,,0.0,0.0,0.01,0.0,0.01,,,,
Sengoku Hime: Senran ni Mau Otometachi,Sengoku Hime,1,PSP,2009.0,11.0,Adventure,Yeti,,,0.0,0.0,0.01,0.0,0.01,,,,
SpongeBob: HeroPants,SpongeBob,1,PSV,2015.0,2.0,Platform,Activision,Activision,E,0.01,0.0,0.0,0.0,0.01,,,5.1,7.0
Kimi no Yuusha,Kimi no Yuusha,0,DS,2008.0,10.0,Role-Playing,SNK Playmore,,,0.0,0.0,0.01,0.0,0.01,,,,
Tom Clancy's  Ghost Recon Advanced Warfighter (weekly JP sales),Tom Clancy's  Ghost Recon Advanced Warfighter (weekly JP sales),0,X360,2006.0,3.0,Shooter,Ubisoft,,,0.0,0.0,0.01,0.0,0.01,,,,
Period Cube: Torikago no Amadeus,Period Cube,0,PSV,2016.0,,Action,Idea Factory,,,0.0,0.0,0.01,0.0,0.01,,,,
Nobunaga no Yabou Online: Houou no Shou,Nobunaga no Yabou Online,0,PS3,2012.0,3.0,Strategy,Ackkstudios,,,0.0,0.0,0.01,0.0,0.01,,,,
Cosmetic Paradise: Make no Kiseki,Cosmetic Paradise,0,DS,2008.0,7.0,Misc,Global A Entertainment,,,0.0,0.0,0.01,0.0,0.01,,,,
Turok,Turok,1,PC,2008.0,4.0,Action,Touchstone,Propaganda Games,M,0.0,0.01,0.0,0.0,0.01,65.0,16.0,6.5,55.0
Legoland,Legoland,0,PC,1999.0,4.0,Action,LEGO Media,,,0.0,0.01,0.0,0.0,0.01,,,,
Nobunaga no Yabou DS,Nobunaga no Yabou DS,1,DS,2006.0,4.0,Strategy,Tecmo Koei,,,0.0,0.0,0.01,0.0,0.01,,,,
Winter Sports 3: The Great Tournament,Winter Sports,1,X360,2010.0,3.0,Sports,Tradewest,49Games,E,0.0,0.01,0.0,0.0,0.01,,,,
Valentino Rossi: The Game,Valentino Rossi,1,PC,2016.0,6.0,Racing,Namco Bandai Games,"Milestone, Milestone S.r.l",E,0.0,0.01,0.0,0.0,0.01,72.0,4.0,6.2,14.0
Wand of Fortune Portable,Wand of Fortune Portable,0,PSP,2010.0,6.0,Adventure,Idea Factory,,,0.0,0.0,0.01,0.0,0.01,,,,
Sengoku,Sengoku,0,PC,2011.0,9.0,Strategy,Paradox Interactive,Paradox Development Studio,T,0.0,0.01,0.0,0.0,0.01,70.0,13.0,6.8,86.0
Republique,Republique,0,PS4,2016.0,,Action,Nippon Ichi Software,"Camouflaj, LLC",M,0.0,0.01,0.01,0.0,0.01,72.0,35.0,5.8,29.0
Sousaku Alice to Oujisama!,Sousaku Alice to Oujisama!,0,3DS,2015.0,11.0,Simulation,Happinet,,,0.0,0.0,0.01,0.0,0.01,,,,
Ship Simulator 2008,Ship Simulator 2008,0,PC,2007.0,1.0,Simulation,Lighthouse Interactive,VSTEP,E,0.0,0.01,0.0,0.0,0.01,62.0,9.0,6.6,8.0
Rengoku II: The Stairway to H.E.A.V.E.N. (jp sales),Rengoku,1,PSP,2006.0,9.0,Action,Konami Digital Entertainment,,,0.0,0.0,0.01,0.0,0.01,,,,
Brave: The Video Game,Brave,1,Wii,2012.0,6.0,Action,Disney Interactive Studios,,,0.0,0.01,0.0,0.0,0.01,,,,
Simple DS Series Vol. 14: The Jidousha Kyoushuujo DS,Simple DS Series Vol.,1,DS,2007.0,5.0,Misc,D3Publisher,,,0.0,0.0,0.01,0.0,0.01,,,,
Ten Pin Alley 2,Ten Pin Alley,1,GBA,2004.0,4.0,Sports,XS Games,Pronto Games,E,0.01,0.0,0.0,0.0,0.01,,,tbd,
NBA 2K17,NBA 2K17,1,PC,2016.0,9.0,Sports,Take-Two Interactive,Visual Concepts,E,0.0,0.01,0.0,0.0,0.01,90.0,6.0,6.3,52.0
Postman Pat: Special Delivery Service,Postman Pat,0,DS,2009.0,8.0,Misc,GSP,,,0.0,0.01,0.0,0.0,0.01,,,,
Himawari: Pebble in the Sky Portable,Himawari,0,PSP,2010.0,4.0,Adventure,Kadokawa Shoten,,,0.0,0.0,0.01,0.0,0.01,,,,
Rise of Flight: Iron Cross Edition,Rise of Flight,0,PC,2010.0,7.0,Simulation,Aerosoft,777 Studios,E10+,0.01,0.0,0.0,0.0,0.01,,,7.9,11.0
WRC 5: FIA World Rally Championship,WRC,1,XOne,2015.0,11.0,Sports,Bigben Interactive,,,0.0,0.01,0.0,0.0,0.01,,,,
Katekyoo Hitman Reborn Nerae!? Ring x Bongole Returns,Katekyoo Hitman Reborn Nerae!? Ring x Bongole Returns,0,PS2,2008.0,8.0,Adventure,Marvelous Interactive,,,0.0,0.0,0.01,0.0,0.01,,,,
NiGHTS into dreams...,NiGHTS into dreams...,1,PS2,2008.0,2.0,Platform,Sega,,,0.0,0.0,0.01,0.0,0.01,,,,
Kono Aozora ni Yakusoku o: Tenohira no Rakuen,Kono Aozora ni Yakusoku o,1,PSP,2009.0,6.0,Adventure,TGL,,,0.0,0.0,0.01,0.0,0.01,,,,
Guild Wars: Factions,Guild Wars,1,PC,2006.0,4.0,Role-Playing,NCSoft,ArenaNet,T,0.0,0.01,0.0,0.0,0.01,84.0,39.0,8.5,128.0
Shinobi Koutsutsu,Shinobi Koutsutsu,0,PSP,2014.0,1.0,Adventure,Idea Factory,,,0.0,0.0,0.01,0.0,0.01,,,,
WinBack 2: Project Poseidon,WinBack,1,PS2,2006.0,4.0,Shooter,Tecmo Koei,Cavia Inc.,T,0.01,0.01,0.0,0.0,0.01,48.0,21.0,tbd,
Kaitou Rousseau,Kaitou Rousseau,0,DS,2006.0,6.0,Action,Namco Bandai Games,,,0.0,0.0,0.01,0.0,0.01,,,,
GunParade Orchestra: Ao no Shou,GunParade Orchestra,1,PS2,2006.0,7.0,Adventure,Sony Computer Entertainment,,,0.0,0.0,0.01,0.0,0.01,,,,
Totally Spies! Totally Party,Totally Spies! Totally Party,1,PS2,2008.0,3.0,Misc,Ubisoft,,,0.01,0.01,0.0,0.0,0.01,,,,
Puyo Pop Fever,Puyo Pop Fever,1,GC,2004.0,7.0,Puzzle,Sega,Sonic Team,E,0.01,0.0,0.0,0.0,0.01,72.0,18.0,tbd,
Super Stardust Ultra VR,Super Stardust Ultra VR,0,PS4,2016.0,10.0,Shooter,Sony Computer Entertainment,Sony Interactive Entertainment,E10+,0.0,0.01,0.0,0.0,0.01,66.0,13.0,6.2,13.0
Total War Attila: Tyrants & Kings,Total War Attila,0,PC,2016.0,3.0,Strategy,Koch Media,,,0.0,0.01,0.0,0.0,0.01,,,,
